date,variable,state_code,value
2020-09-30,mask_requirement,Mississippi,1555.9720458984375
2020-09-30,no_mask_requirement,Mississippi,1573.6802978515625
2020-10-01,mask_requirement,Mississippi,1587.7784423828125
2020-10-01,no_mask_requirement,Mississippi,1636.1148681640625
2020-10-02,mask_requirement,Michigan,1010.9649658203125
2020-10-02,mask_requirement,Mississippi,1634.330078125
2020-10-02,no_mask_requirement,Michigan,1026.1732177734375
2020-10-02,no_mask_requirement,Mississippi,1634.7264404296875
2020-10-03,mask_requirement,Michigan,1025.09716796875
2020-10-03,mask_requirement,Mississippi,1665.9639892578125
2020-10-03,no_mask_requirement,Michigan,1058.4378662109375
2020-10-03,no_mask_requirement,Mississippi,1644.270751953125
2020-10-04,mask_requirement,Michigan,1063.4017333984375
2020-10-04,mask_requirement,Mississippi,1673.7822265625
2020-10-04,no_mask_requirement,Michigan,1129.4666748046875
2020-10-04,no_mask_requirement,Mississippi,1696.376953125
2020-10-05,mask_requirement,Michigan,1090.7647705078125
2020-10-05,mask_requirement,Mississippi,1706.7333984375
2020-10-05,no_mask_requirement,Michigan,1216.0772705078125
2020-10-05,no_mask_requirement,Mississippi,1848.2813720703125
2020-10-06,mask_requirement,Michigan,1114.984619140625
2020-10-06,mask_requirement,Mississippi,1733.4361572265625
2020-10-06,no_mask_requirement,Michigan,1308.3668212890625
2020-10-06,no_mask_requirement,Mississippi,1925.6666259765625
2020-10-07,mask_requirement,Michigan,1141.690185546875
2020-10-07,mask_requirement,Mississippi,1745.12255859375
2020-10-07,no_mask_requirement,Michigan,1405.181396484375
2020-10-07,no_mask_requirement,Mississippi,1967.146728515625
2020-10-08,mask_requirement,Michigan,1163.099609375
2020-10-08,mask_requirement,Mississippi,1728.13671875
2020-10-08,no_mask_requirement,Michigan,1424.17138671875
2020-10-08,no_mask_requirement,Mississippi,2005.9703369140625
2020-10-09,mask_requirement,Michigan,1207.2393798828125
2020-10-09,mask_requirement,Mississippi,1702.3056640625
2020-10-09,no_mask_requirement,Michigan,1556.2113037109375
2020-10-09,no_mask_requirement,Mississippi,2001.96923828125
2020-10-10,mask_requirement,Michigan,1245.08642578125
2020-10-10,mask_requirement,Mississippi,1691.3511962890625
2020-10-10,no_mask_requirement,Michigan,1617.9580078125
2020-10-10,no_mask_requirement,Mississippi,2051.086181640625
2020-10-11,mask_requirement,Michigan,1265.85107421875
2020-10-11,mask_requirement,Mississippi,1680.7320556640625
2020-10-11,no_mask_requirement,Michigan,1628.6796875
2020-10-11,no_mask_requirement,Mississippi,2072.580078125
2020-10-12,mask_requirement,Michigan,1298.1865234375
2020-10-12,mask_requirement,Mississippi,1670.9798583984375
2020-10-12,no_mask_requirement,Michigan,1762.602294921875
2020-10-12,no_mask_requirement,Mississippi,2094.05029296875
2020-10-13,mask_requirement,Michigan,1337.802001953125
2020-10-13,mask_requirement,Mississippi,1650.1405029296875
2020-10-13,no_mask_requirement,Michigan,1802.421630859375
2020-10-13,no_mask_requirement,Mississippi,2113.203857421875
2020-10-14,mask_requirement,Michigan,1422.4781494140625
2020-10-14,mask_requirement,Mississippi,1664.1412353515625
2020-10-14,no_mask_requirement,Michigan,1924.1483154296875
2020-10-14,no_mask_requirement,Mississippi,2142.975830078125
2020-10-15,mask_requirement,Michigan,1460.5933837890625
2020-10-15,mask_requirement,Mississippi,1674.5780029296875
2020-10-15,no_mask_requirement,Michigan,1974.2286376953125
2020-10-15,no_mask_requirement,Mississippi,2133.460205078125
2020-10-16,mask_requirement,Michigan,1484.4559326171875
2020-10-16,mask_requirement,Mississippi,1665.75537109375
2020-10-16,no_mask_requirement,Michigan,1984.1312255859375
2020-10-16,no_mask_requirement,Mississippi,2102.3740234375
2020-10-17,mask_requirement,Michigan,1517.3074951171875
2020-10-17,mask_requirement,Mississippi,1656.5869140625
2020-10-17,no_mask_requirement,Michigan,2043.1710205078125
2020-10-17,no_mask_requirement,Mississippi,2118.1015625
2020-10-18,mask_requirement,Michigan,1529.6181640625
2020-10-18,mask_requirement,Mississippi,1630.1705322265625
2020-10-18,no_mask_requirement,Michigan,2092.671142578125
2020-10-18,no_mask_requirement,Mississippi,2142.539794921875
2020-10-19,mask_requirement,Michigan,1565.506591796875
2020-10-19,mask_requirement,Mississippi,1620.1641845703125
2020-10-19,no_mask_requirement,Michigan,2209.925048828125
2020-10-19,no_mask_requirement,Mississippi,2146.63818359375
2020-10-20,mask_requirement,Michigan,1574.4287109375
2020-10-20,mask_requirement,Mississippi,1614.56201171875
2020-10-20,no_mask_requirement,Michigan,2251.4755859375
2020-10-20,no_mask_requirement,Mississippi,2132.513427734375
2020-10-21,mask_requirement,Michigan,1601.9273681640625
2020-10-21,mask_requirement,Mississippi,1613.69677734375
2020-10-21,no_mask_requirement,Michigan,2310.831298828125
2020-10-21,no_mask_requirement,Mississippi,2139.003173828125
2020-10-22,mask_requirement,Michigan,1636.914794921875
2020-10-22,mask_requirement,Mississippi,1618.5570068359375
2020-10-22,no_mask_requirement,Michigan,2339.80126953125
2020-10-22,no_mask_requirement,Mississippi,2170.6630859375
2020-10-23,mask_requirement,Michigan,1644.93115234375
2020-10-23,mask_requirement,Mississippi,1745.3470458984375
2020-10-23,no_mask_requirement,Michigan,2415.033447265625
2020-10-23,no_mask_requirement,Mississippi,2143.169921875
2020-10-24,mask_requirement,Michigan,1660.209716796875
2020-10-24,mask_requirement,Mississippi,1727.9464111328125
2020-10-24,no_mask_requirement,Michigan,2471.137451171875
2020-10-24,no_mask_requirement,Mississippi,2123.8984375
2020-10-25,mask_requirement,Michigan,1653.793701171875
2020-10-25,mask_requirement,Mississippi,1626.310302734375
2020-10-25,no_mask_requirement,Michigan,2491.4814453125
2020-10-25,no_mask_requirement,Mississippi,2138.085693359375
2020-10-26,mask_requirement,Michigan,1673.1591796875
2020-10-26,mask_requirement,Mississippi,1637.7105712890625
2020-10-26,no_mask_requirement,Michigan,2509.66650390625
2020-10-26,no_mask_requirement,Mississippi,2112.931640625
2020-10-27,mask_requirement,Michigan,1697.9189453125
2020-10-27,mask_requirement,Mississippi,1656.8870849609375
2020-10-27,no_mask_requirement,Michigan,2573.93994140625
2020-10-27,no_mask_requirement,Mississippi,2099.91650390625
2020-10-28,mask_requirement,Michigan,1718.8165283203125
2020-10-28,mask_requirement,Mississippi,1670.87060546875
2020-10-28,no_mask_requirement,Michigan,2597.4921875
2020-10-28,no_mask_requirement,Mississippi,2109.3623046875
2020-10-29,mask_requirement,Michigan,1727.028564453125
2020-10-29,mask_requirement,Mississippi,1677.8350830078125
2020-10-29,no_mask_requirement,Michigan,2673.97412109375
2020-10-29,no_mask_requirement,Mississippi,2143.5166015625
2020-10-30,mask_requirement,Michigan,1737.2764892578125
2020-10-30,mask_requirement,Mississippi,1698.3466796875
2020-10-30,no_mask_requirement,Michigan,2734.464599609375
2020-10-30,no_mask_requirement,Mississippi,2092.265380859375
2020-10-31,mask_requirement,Michigan,1751.7138671875
2020-10-31,mask_requirement,Mississippi,1687.721435546875
2020-10-31,no_mask_requirement,Michigan,2763.2236328125
2020-10-31,no_mask_requirement,Mississippi,2072.437744140625
2020-11-01,mask_requirement,Michigan,1808.1058349609375
2020-11-01,mask_requirement,Mississippi,1776.11669921875
2020-11-01,no_mask_requirement,Michigan,2889.497802734375
2020-11-01,no_mask_requirement,Mississippi,2110.70458984375
2020-11-02,mask_requirement,Michigan,1908.5030517578125
2020-11-02,mask_requirement,Mississippi,1832.3551025390625
2020-11-02,no_mask_requirement,Michigan,3033.828857421875
2020-11-02,no_mask_requirement,Mississippi,2114.06494140625
2020-11-03,mask_requirement,Michigan,2014.2828369140625
2020-11-03,mask_requirement,Mississippi,1922.447265625
2020-11-03,no_mask_requirement,Michigan,3145.857666015625
