date,variable,state_code,value
2021-01-01,mask_requirement,Nebraska,4393.80517578125
2021-01-01,no_mask_requirement,Michigan,4345.93505859375
2021-01-01,no_mask_requirement,Mississippi,4537.20068359375
2021-01-01,no_mask_requirement,Nebraska,4239.4267578125
2021-01-02,mask_requirement,Michigan,4421.57177734375
2021-01-02,mask_requirement,Mississippi,4475.568359375
2021-01-02,mask_requirement,Nebraska,4224.16748046875
2021-01-02,no_mask_requirement,Michigan,4404.6240234375
2021-01-02,no_mask_requirement,Mississippi,4625.20068359375
2021-01-02,no_mask_requirement,Nebraska,4210.8427734375
2021-01-03,mask_requirement,Michigan,4507.8251953125
2021-01-03,mask_requirement,Mississippi,4476.67333984375
2021-01-03,mask_requirement,Nebraska,4303.21435546875
2021-01-03,no_mask_requirement,Michigan,4471.376953125
2021-01-03,no_mask_requirement,Mississippi,4589.814453125
2021-01-03,no_mask_requirement,Nebraska,4006.670654296875
